#tail	head	KSP index	path cost
P40189	P10275	1	7.50000e-01
P00533	P03372	2	7.50000e-01
P00533	P04150	3	7.50000e-01
P00533	P10275	4	7.50000e-01
P00533	P35222	5	7.50000e-01
P00533	P40763	6	7.50000e-01
P00533	Q14192	7	7.50000e-01
P40189	P40763	8	7.50000e-01
P00533	O14965	9	5.62500e-01
O14965	P03372	9	5.62500e-01
O14965	P38398	10	5.62500e-01
P00533	O43707	11	5.62500e-01
O43707	P03372	11	5.62500e-01
O43707	P35222	12	5.62500e-01
P00533	O60674	13	5.62500e-01
O60674	P03372	13	5.62500e-01
O60674	P38398	14	5.62500e-01
O60674	P40763	15	5.62500e-01
P00533	O94992	16	5.62500e-01
O94992	P03372	16	5.62500e-01
P00533	P01100	17	5.62500e-01
P01100	P03372	17	5.62500e-01
P01100	P05412	18	5.62500e-01
P01100	P06400	19	5.62500e-01
P01100	P13984	20	5.62500e-01
P01100	P15336	21	5.62500e-01
P01100	P35222	22	5.62500e-01
P01100	P40763	23	5.62500e-01
P01100	P84022	24	5.62500e-01
P01100	Q01196	25	5.62500e-01
P01100	Q09472	26	5.62500e-01
P01100	Q13950	27	5.62500e-01
P01100	Q15596	28	5.62500e-01
P01100	Q15788	29	5.62500e-01
P01100	Q92793	30	5.62500e-01
P01100	Q92922	31	5.62500e-01
P01100	Q969G3	32	5.62500e-01
P01100	Q96EB6	33	5.62500e-01
P01100	Q9Y618	34	5.62500e-01
P01100	Q9Y6Q9	35	5.62500e-01
P00533	P04049	36	5.62500e-01
P04049	P04150	36	5.62500e-01
P04049	P06400	37	5.62500e-01
P04049	P10275	38	5.62500e-01
P00533	P04406	39	5.62500e-01
P04406	P03372	39	5.62500e-01
P04406	P10275	40	5.62500e-01
P04406	P14859	41	5.62500e-01
P04406	P15336	42	5.62500e-01
P04406	Q96EB6	43	5.62500e-01
P00533	P04792	44	5.62500e-01
P04792	O43294	44	5.62500e-01
P04792	P03372	45	5.62500e-01
P04792	P10275	46	5.62500e-01
P04792	P13010	47	5.62500e-01
P04792	P15336	48	5.62500e-01
P04792	Q9UER7	49	5.62500e-01
P00533	P05067	50	5.62500e-01
P05067	O96028	50	5.62500e-01
P05067	P05412	51	5.62500e-01
P05067	P15336	52	5.62500e-01
P05067	P84022	53	5.62500e-01
P00533	P05141	54	5.62500e-01
P05141	P03372	54	5.62500e-01
P00533	P06576	55	5.62500e-01
P06576	P03372	55	5.62500e-01
P06576	P15336	56	5.62500e-01
P00533	P07437	57	5.62500e-01
P07437	P05412	57	5.62500e-01
P07437	P15336	58	5.62500e-01
P00533	P07900	59	5.62500e-01
P07900	P03372	59	5.62500e-01
P07900	P04150	60	5.62500e-01
P07900	P05412	61	5.62500e-01
P07900	P08047	62	5.62500e-01
P07900	P09874	63	5.62500e-01
P07900	P10275	64	5.62500e-01
P07900	P12956	65	5.62500e-01
P07900	P15336	66	5.62500e-01
P07900	P35869	67	5.62500e-01
P07900	P40763	68	5.62500e-01
P07900	Q96EB6	69	5.62500e-01
P00533	P08581	70	5.62500e-01
P08581	P09874	70	5.62500e-01
P08581	P35222	71	5.62500e-01
P00533	P0CG47	72	5.62500e-01
P0CG47	P03372	72	5.62500e-01
P0CG47	P35222	73	5.62500e-01
P0CG47	P38398	74	5.62500e-01
P00533	P0CG48	75	5.62500e-01
P0CG48	P03372	75	5.62500e-01
P0CG48	P05412	76	5.62500e-01
P0CG48	P09874	77	5.62500e-01
P0CG48	P35222	78	5.62500e-01
P0CG48	P38398	79	5.62500e-01
P0CG48	Q09472	80	5.62500e-01
P0CG48	Q9UER7	81	5.62500e-01
P00533	P0DMV8	82	5.62500e-01
P0DMV8	P04150	82	5.62500e-01
P00533	P0DMV9	83	5.62500e-01
P0DMV9	P04150	83	5.62500e-01
P00533	O14543	84	5.62500e-01
